name,latitude,longitude
Denis-Perron Dam,50.7903,-66.7919
Pinjarra Power Station,-32.6468,115.947
Mettur Thermal Power Station,11.7719,77.8136
Jaisalmer Wind Park,26.92,70.9
Alamosa Solar Generating Plant,37.5983,-105.952
Houay Ho,15.0594,106.761
Charlottetown Thermal Generating Station,46.2383,-63.1183
Joffre Cogeneration Plant,52.3067,-113.554
Oldman River Hydroelectric Plant,49.5608,-113.896
Dhauliganga Dam,29.9785,80.572
Félou hydroelectric plant,14.3536,-11.3453
Bitta Solar Power Plant,23.2628,69.0242
Karadzhalovo Solar Park,42.1047,25.3217
Huites Dam,26.8447,-108.369
Inniscarra Dam,51.9,-8.66194
Barro Blanco Dam,8.21435,-81.5942
Foote Dam,44.4353,-83.4406
Cooke Dam,44.4727,-83.5717
Scotford Cogeneration Plant,53.8033,-113.102
Grand Valley Diversion Dam,39.1889,-108.282
York Energy Centre,44.0756,-79.5317
Mut Wind Farm,36.7333,33.25
Dağpazarı Wind Farm,36.8333,33.4667
Kahalgaon Super Thermal Power Station,25.24,87.2647
Talcher Thermal Power Station,20.9103,85.2067
Talcher Super Thermal Power Station,21.0883,85.0806
Anta Thermal Power Station,25.1839,76.3194
Rajiv Gandhi Combined Cycle Power Plant,9.23889,76.4303
Soma Wind Farm,39.18,27.6
Bahçe Wind Farm,37.1799,36.6097
Windpark Noordoostpolder,52.721,5.583
Ennore Thermal Power Station,13.2014,80.3117
Pragati Power Station,28.7972,77.0733
Pragati-III Combined Cycle Power Plant,28.7947,77.07
Westlands Solar Park,36.1667,-119.933
North Chennai Thermal Power Station,13.2475,80.3267
Thermal Power Station Kakanj,44.1311,18.0875
Siersza Power Station,50.2061,19.4625
Mundra Ultra Mega Power Project,22.8222,69.5322
Mundra Thermal Power Station,22.8228,69.5528
Hickory Ridge Landfill,33.665,-84.335
Nyagak II Power Station,2.5,30.99
Turial Dam,24.3565,92.886
Serlui B Dam,24.3384,92.7685
Solarpark Alt Daber,53.2,12.5167
Solarpark Meuro,51.5333,13.9167
Iru Power Plant,59.4528,24.9275
Jocassee Dam,34.96,-82.9194
Sri Damodaram Sanjeevaiah Thermal Power Station,14.31,80.1
Casecnan Irrigation and Hydroelectric Plant,15.8411,121.192
Teles Pires Dam,-9.34056,-56.7769
Harsprånget,66.9542,19.8147
Irapé Dam,-16.7375,-42.575
Abiquiu Dam,36.2381,-106.426
Skelton Dam,43.5694,-70.5589
Mmamabula,-23.6093,26.775
Wind Energy Power System,13.5022,120.953
Le Pouget,44.0597,2.77
La Jourdanie,44.0181,2.7141
Pinet,44.0702,2.8046
Askam and Ireleth Wind Farm,54.1872,-3.17222
Le Truel,44.0605,2.7698
Kirazlık Dam,37.9228,42.0608
Ambewela Aitken Spence Wind Farm,6.84333,80.8131
Scornicești Solar Park,44.57,24.55
Crevedia Solar Park,44.6,25.9333
Corabia Solar Park,43.7736,24.5033
Kelanitissa Power Station,6.95222,79.8789
Mampuri Wind Farm,8.01028,79.7233
Seguwantivu and Vidatamunai Wind Farms,8.055,79.8064
Çetin Dam,37.9744,42.3772
Lanark Hydro Electric Scheme,55.6547,-3.77149
Ahtme Power Plant,59.3139,27.4644
Kohtla-Järve Power Plant,59.3958,27.2419
Väo Power Plant,59.4372,24.9064
Šiauliai Biomass Power Plant,55.9111,23.3122
Vilnius CHP Plant,54.6678,25.1569
Vilnius Heat Plant,54.6636,25.2317
Vilnius Power Plant,54.6903,25.2875
Tallinn Power Plant,59.4444,24.7506
Toul-Rosières Solar Park,48.78,5.98
Aliağa Wind Farm,38.9188,27.1889
Şamlı Wind Farm,39.8217,27.8242
Kukule Ganga Power Station,6.60306,80.2844
Catalina Solar Project,35.2961,-118.683
Upper Svir Hydroelectric Station,60.9189,34.1911
Harry Allen Generating Station,36.43,-114.901
Dorad power station,31.635,34.53
Antelope Valley Solar Ranch,34.7667,-118.417
Granite Reliable Wind Farm,44.7833,-71.3167
Groton Wind,43.75,-71.8
Tuticorin Thermal Power Station,8.76417,78.1767
Papanasam Dam,8.712,77.393
Lower Svir Hydroelectric Station,60.805,33.705
Great Works Dam,44.9205,-68.6328
Veazie Dam,44.8325,-68.7009
Milford Dam,44.9407,-68.6478
Stillwater Dam,44.9118,-68.6838
Orono Dam,44.8835,-68.6647
West Enfield Dam,45.2503,-68.6491
Kiisa Emergency Reserve Power Plant,59.2439,24.7056
Neyveli  Thermal Power Station-I
Mauá Dam,-24.2169,-50.6914
Longyuan Rudong Intertidal Wind Farm,30.504,121.26
Na Hang Dam,22.36,105.399
Avra Valley Solar Generating Station,32.3667,-111.283
Neuhardenberg Solar Park,52.6139,14.2425
Templin Solar Park,53.0317,13.5386
Xitieshan Solar Park,37.3094,95.4847
Tracy Thermal Generating Station,45.9972,-73.1722
Borkum West II,54.0417,6.46667
Vilyuy Dam,63.0319,112.472
Velilla Power Plant,42.8181,-4.85389
Agbinika Power Station,3.5,31.2
Silver State South Solar Project,35.6333,-115.35
Silver State South Solar Project,35.6167,-115.333
Khashm el-Girba Dam,14.9254,35.9079
Crucey Solar Park,48.6439,1.09972
Massangis Solar Park,47.6,3.96667
Walddrehna Solar Park,51.7667,13.6
Jiayuguan Solar Park,39.6833,99.0
Perleberg Solar Park,53.0725,11.825
Jännersdorf Solar Park,53.3167,12.05
Pobeda Solar Park,43.5211,24.5417
Huaneng Geermu Solar Park,36.3833,95.1
Gansu Dunhuang Solar Park,40.0667,94.5
Jiayuguan Solar Park,41.0667,114.383
Pompogne Solar Park,44.25,0.05
Starokozache Solar Park,46.4667,30.7333
Güstrow Solarpark,53.7833,12.2167
Yangbajing Solar Park,30.0833,90.5333
Mengkofen Solar Park,48.7,12.3833
South Canoe Wind Energy Project,44.7728,-64.3243
Southeastern Massachusetts Resource Recovery Facility,41.8032,-70.7892
Woodlawn Wind Farm,-35.084,149.62
McCoy Solar Energy Project,33.7167,-114.75
